gene,gene_id,chromosome,gene_length,is_multi_disease,num_diseases,diseases,max_score,mean_score,weighted_score,top_disease,shared_snp_count,total_snp_count,AD_score,AD_score_raw,AD_snps,T2D_score,T2D_score_raw,T2D_snps
HLA-B,,6,10000,False,1,T2D,0.701432,0.701432,0.701432,T2D,0,20,0,0,0,0.701432,0.701432,20
HLA-C,,6,10000,False,1,T2D,0.674927,0.674927,0.674927,T2D,0,26,0,0,0,0.674927,0.674927,26
HLA-DMA,,6,10000,False,1,T2D,0.605334,0.605334,0.605334,T2D,0,4,0,0,0,0.605334,0.605334,4
HLA-DMB,,6,10000,False,1,T2D,0.60369,0.60369,0.60369,T2D,0,3,0,0,0,0.60369,0.60369,3
HLA-DOA,,6,10000,False,1,T2D,0.605334,0.605334,0.605334,T2D,0,2,0,0,0,0.605334,0.605334,2
HLA-DOB,,6,10000,False,1,T2D,0.635616,0.635616,0.635616,T2D,0,39,0,0,0,0.635616,0.635616,39
HLA-DPA1,,6,10000,False,1,T2D,0.565681,0.565681,0.565681,T2D,0,3,0,0,0,0.565681,0.565681,3
HLA-DPB1,,6,10000,False,1,T2D,0.545154,0.545154,0.545154,T2D,0,2,0,0,0,0.545154,0.545154,2
HLA-DQA1,,6,10000,True,2,"AD,T2D",0.795671,0.68628,0.792349,T2D,0,856,0.576888,0.576888,13,0.795671,0.795671,843
HLA-DQA2,,6,10000,False,1,T2D,0.590396,0.590396,0.590396,T2D,0,3,0,0,0,0.590396,0.590396,3
HLA-DQB1,,6,10000,False,1,T2D,0.795612,0.795612,0.795612,T2D,0,817,0,0,0,0.795612,0.795612,817
HLA-DQB2,,6,10000,False,1,T2D,0.611554,0.611554,0.611554,T2D,0,5,0,0,0,0.611554,0.611554,5
HLA-DRA,,6,10000,False,1,T2D,0.630949,0.630949,0.630949,T2D,0,25,0,0,0,0.630949,0.630949,25
HLA-DRB1,,6,10000,True,2,"AD,T2D",0.639433,0.596462,0.638417,T2D,2,846,0.553491,0.553491,10,0.639433,0.639433,836
HLA-DRB5,,6,10000,False,1,T2D,0.630949,0.630949,0.630949,T2D,0,612,0,0,0,0.630949,0.630949,612
HLA-E,,6,10000,False,1,T2D,0.54811,0.54811,0.54811,T2D,0,1,0,0,0,0.54811,0.54811,1
HLA-F,,6,10000,False,1,T2D,0.603689,0.603689,0.603689,T2D,0,1,0,0,0,0.603689,0.603689,1
HMG20A,,15,10000,False,1,T2D,0.606819,0.606819,0.606819,T2D,0,12,0,0,0,0.606819,0.606819,12
HMGA1,,6,10000,False,1,T2D,0.668191,0.668191,0.668191,T2D,0,14,0,0,0,0.668191,0.668191,14
HMGA2,,12,10000,False,1,T2D,0.712387,0.712387,0.712387,T2D,0,60,0,0,0,0.712387,0.712387,60
HMHA1,,19,10000,False,1,AD,0.662377,0.662377,0.662377,AD,0,8,0.662377,0.662377,8,0,0,0
HNF1A,,12,10000,False,1,T2D,0.681979,0.681979,0.681979,T2D,0,22,0,0,0,0.681979,0.681979,22
HNF1B,,17,10000,False,1,T2D,0.67389,0.67389,0.67389,T2D,0,24,0,0,0,0.67389,0.67389,24
HNF4A,,20,10000,False,1,T2D,0.71193,0.71193,0.71193,T2D,0,22,0,0,0,0.71193,0.71193,22
HS3ST5,,6,10000,False,1,AD,0.489244,0.489244,0.489244,AD,0,2,0.489244,0.489244,2,0,0,0
HSD17B1,,17,10000,False,1,T2D,0.603717,0.603717,0.603717,T2D,0,3,0,0,0,0.603717,0.603717,3
HSD17B12,,11,10000,False,1,T2D,0.484226,0.484226,0.484226,T2D,0,15,0,0,0,0.484226,0.484226,15
HSF1,,8,10000,False,1,T2D,0.629246,0.629246,0.629246,T2D,0,5,0,0,0,0.629246,0.629246,5
HSPA1A,,6,10000,False,1,T2D,0.609159,0.609159,0.609159,T2D,0,3,0,0,0,0.609159,0.609159,3
HSPA1B,,6,10000,False,1,T2D,0.603244,0.603244,0.603244,T2D,0,3,0,0,0,0.603244,0.603244,3
HSPA1L,,6,10000,False,1,T2D,0.609159,0.609159,0.609159,T2D,0,3,0,0,0,0.609159,0.609159,3
HSPD1,,2,10000,False,1,T2D,0.521749,0.521749,0.521749,T2D,0,1,0,0,0,0.521749,0.521749,1
HSPE1-MOB4,,2,10000,False,1,T2D,0.519387,0.519387,0.519387,T2D,0,1,0,0,0,0.519387,0.519387,1
IDE,,10,10000,False,1,T2D,0.785934,0.785934,0.785934,T2D,0,12,0,0,0,0.785934,0.785934,12
IDUA,,4,10000,False,1,AD,0.735881,0.735881,0.735881,AD,0,1,0.735881,0.735881,1,0,0,0
IFFO1,,12,10000,False,1,T2D,0.474947,0.474947,0.474947,T2D,0,1,0,0,0,0.474947,0.474947,1
IFT172,,2,10000,False,1,T2D,0.694021,0.694021,0.694021,T2D,0,1,0,0,0,0.694021,0.694021,1
IFT52,,20,10000,False,1,T2D,0.622629,0.622629,0.622629,T2D,0,2,0,0,0,0.622629,0.622629,2
IGF1R,,15,10000,False,1,T2D,0.572105,0.572105,0.572105,T2D,0,1,0,0,0,0.572105,0.572105,1
IGF2,,11,10000,False,1,T2D,0.573347,0.573347,0.573347,T2D,0,3,0,0,0,0.573347,0.573347,3
IGF2BP1,,17,10000,False,1,T2D,0.500063,0.500063,0.500063,T2D,0,2,0,0,0,0.500063,0.500063,2
IGF2BP2,,3,10000,False,1,T2D,0.774958,0.774958,0.774958,T2D,0,70,0,0,0,0.774958,0.774958,70
IGF2BP3,,7,10000,False,1,T2D,0.706606,0.706606,0.706606,T2D,0,1,0,0,0,0.706606,0.706606,1
IGFL1,,19,10000,False,1,AD,0.658442,0.658442,0.658442,AD,0,12,0.658442,0.658442,12,0,0,0
IGFL2,,19,10000,False,1,AD,0.62047,0.62047,0.62047,AD,0,2,0.62047,0.62047,2,0,0,0
IGFL3,,19,10000,False,1,AD,0.619509,0.619509,0.619509,AD,0,1,0.619509,0.619509,1,0,0,0
IGFL4,,19,10000,False,1,AD,0.641362,0.641362,0.641362,AD,0,16,0.641362,0.641362,16,0,0,0
IGSF23,,19,10000,False,1,AD,0.704776,0.704776,0.704776,AD,0,6,0.704776,0.704776,6,0,0,0
IL31,,12,10000,False,1,T2D,0.544128,0.544128,0.544128,T2D,0,1,0,0,0,0.544128,0.544128,1
INO80E,,16,10000,False,1,AD,0.655538,0.655538,0.655538,AD,0,10,0.655538,0.655538,10,0,0,0
INPP5D,,2,10000,False,1,AD,0.640953,0.640953,0.640953,AD,0,12,0.640953,0.640953,12,0,0,0
INPP5E,,9,10000,False,1,T2D,0.61526,0.61526,0.61526,T2D,0,41,0,0,0,0.61526,0.61526,41
INS,,11,10000,False,1,T2D,0.573347,0.573347,0.573347,T2D,0,3,0,0,0,0.573347,0.573347,3
INS-IGF2,,11,10000,False,1,T2D,0.573347,0.573347,0.573347,T2D,0,3,0,0,0,0.573347,0.573347,3
INSR,,19,10000,False,1,T2D,0.567356,0.567356,0.567356,T2D,0,15,0,0,0,0.567356,0.567356,15
IP6K1,,3,10000,False,1,T2D,0.53421,0.53421,0.53421,T2D,0,1,0,0,0,0.53421,0.53421,1
IQCH,,15,10000,False,1,T2D,0.539846,0.539846,0.539846,T2D,0,1,0,0,0,0.539846,0.539846,1
IRF2BP1,,19,10000,False,1,AD,0.625604,0.625604,0.625604,AD,0,2,0.625604,0.625604,2,0,0,0
IRF7,,11,10000,False,1,T2D,0.755598,0.755598,0.755598,T2D,0,1,0,0,0,0.755598,0.755598,1
ITCH,,20,10000,False,1,T2D,0.549064,0.549064,0.549064,T2D,0,1,0,0,0,0.549064,0.549064,1
ITFG3,,16,10000,False,1,T2D,0.622445,0.622445,0.622445,T2D,0,10,0,0,0,0.622445,0.622445,10
ITGA2B,,17,10000,False,1,AD,0.759122,0.759122,0.759122,AD,0,1,0.759122,0.759122,1,0,0,0
ITGB6,,2,10000,False,1,T2D,0.75662,0.75662,0.75662,T2D,0,4,0,0,0,0.75662,0.75662,4
ITPR2,,12,10000,False,1,T2D,0.550085,0.550085,0.550085,T2D,0,4,0,0,0,0.550085,0.550085,4
ITPR3,,6,10000,False,1,T2D,0.64948,0.64948,0.64948,T2D,0,2,0,0,0,0.64948,0.64948,2
JADE2,,5,10000,False,1,T2D,0.699004,0.699004,0.699004,T2D,0,4,0,0,0,0.699004,0.699004,4
JARID2,,6,10000,False,1,T2D,0.555655,0.555655,0.555655,T2D,0,24,0,0,0,0.555655,0.555655,24
JAZF1,,7,10000,True,2,"AD,T2D",0.666874,0.594213,0.632273,T2D,0,42,0.521552,0.521552,10,0.666874,0.666874,32
JMJD1C,,10,10000,False,1,T2D,0.641049,0.641049,0.641049,T2D,0,27,0,0,0,0.641049,0.641049,27
JPH1,,8,10000,False,1,T2D,0.600423,0.600423,0.600423,T2D,0,9,0,0,0,0.600423,0.600423,9
JPH2,,20,10000,False,1,T2D,0.818085,0.818085,0.818085,T2D,0,1,0,0,0,0.818085,0.818085,1
KALRN,,3,10000,False,1,T2D,0.470758,0.470758,0.470758,T2D,0,13,0,0,0,0.470758,0.470758,13
KANK1,,9,10000,False,1,T2D,0.538109,0.538109,0.538109,T2D,0,1,0,0,0,0.538109,0.538109,1
KANSL1,,17,10000,False,1,AD,0.604158,0.604158,0.604158,AD,0,4,0.604158,0.604158,4,0,0,0
KAT8,,16,10000,False,1,AD,0.524115,0.524115,0.524115,AD,0,2,0.524115,0.524115,2,0,0,0
KCNA1,,12,10000,False,1,T2D,0.641621,0.641621,0.641621,T2D,0,2,0,0,0,0.641621,0.641621,2
KCNB2,,8,10000,False,1,T2D,0.498537,0.498537,0.498537,T2D,0,1,0,0,0,0.498537,0.498537,1
KCNJ11,,11,10000,False,1,T2D,0.660063,0.660063,0.660063,T2D,0,10,0,0,0,0.660063,0.660063,10
KCNK16,,6,10000,False,1,T2D,0.640479,0.640479,0.640479,T2D,0,9,0,0,0,0.640479,0.640479,9
KCNK17,,6,10000,False,1,T2D,0.640479,0.640479,0.640479,T2D,0,9,0,0,0,0.640479,0.640479,9
KCNK7,,11,10000,False,1,T2D,0.499278,0.499278,0.499278,T2D,0,4,0,0,0,0.499278,0.499278,4
KCNQ1,,11,10000,False,1,T2D,0.79757,0.79757,0.79757,T2D,0,72,0,0,0,0.79757,0.79757,72
KCNU1,,8,10000,False,1,T2D,0.554527,0.554527,0.554527,T2D,0,1,0,0,0,0.554527,0.554527,1
KDM2B,,12,10000,False,1,T2D,0.715646,0.715646,0.715646,T2D,0,2,0,0,0,0.715646,0.715646,2
KIAA0754,,1,10000,False,1,T2D,0.493247,0.493247,0.493247,T2D,0,1,0,0,0,0.493247,0.493247,1
KIAA1875,,8,10000,False,1,AD,0.743574,0.743574,0.743574,AD,0,2,0.743574,0.743574,2,0,0,0
KIF11,,10,10000,False,1,T2D,0.785934,0.785934,0.785934,T2D,0,16,0,0,0,0.785934,0.785934,16
KIF6,,6,10000,False,1,T2D,0.640479,0.640479,0.640479,T2D,0,9,0,0,0,0.640479,0.640479,9
KIFC1,,6,10000,False,1,T2D,0.611037,0.611037,0.611037,T2D,0,2,0,0,0,0.611037,0.611037,2
KISS1R,,19,10000,False,1,AD,0.577442,0.577442,0.577442,AD,0,1,0.577442,0.577442,1,0,0,0
KL,,13,10000,False,1,T2D,0.709826,0.709826,0.709826,T2D,0,2,0,0,0,0.709826,0.709826,2
KLC3,,19,10000,False,1,AD,0.691732,0.691732,0.691732,AD,0,6,0.691732,0.691732,6,0,0,0
KLF14,,7,10000,False,1,T2D,0.65592,0.65592,0.65592,T2D,0,8,0,0,0,0.65592,0.65592,8
KLF16,,19,10000,False,1,AD,0.513591,0.513591,0.513591,AD,0,12,0.513591,0.513591,12,0,0,0
KLHL42,,12,10000,False,1,T2D,0.691261,0.691261,0.691261,T2D,0,15,0,0,0,0.691261,0.691261,15
KM-PA-2,,8,10000,False,1,T2D,0.496993,0.496993,0.496993,T2D,0,1,0,0,0,0.496993,0.496993,1
KNTC1,,12,10000,False,1,T2D,0.56864,0.56864,0.56864,T2D,0,1,0,0,0,0.56864,0.56864,1
KPNA2,,17,10000,False,1,T2D,0.61324,0.61324,0.61324,T2D,0,6,0,0,0,0.61324,0.61324,6
KRBOX1,,3,10000,False,1,T2D,0.629252,0.629252,0.629252,T2D,0,2,0,0,0,0.629252,0.629252,2
KSR2,,12,10000,False,1,T2D,0.659103,0.659103,0.659103,T2D,0,15,0,0,0,0.659103,0.659103,15
L3MBTL1,,20,10000,False,1,T2D,0.650732,0.650732,0.650732,T2D,0,1,0,0,0,0.650732,0.650732,1
L47234.1,,19,10000,False,1,AD,0.686835,0.686835,0.686835,AD,0,5,0.686835,0.686835,5,0,0,0
LAMA1,,18,10000,False,1,T2D,0.561834,0.561834,0.561834,T2D,0,5,0,0,0,0.561834,0.561834,5
LAMA4,,6,10000,False,1,T2D,0.556861,0.556861,0.556861,T2D,0,1,0,0,0,0.556861,0.556861,1
LILRA6,,19,10000,False,1,AD,0.594152,0.594152,0.594152,AD,0,1,0.594152,0.594152,1,0,0,0
LILRB2,,19,10000,False,1,AD,0.594231,0.594231,0.594231,AD,0,3,0.594231,0.594231,3,0,0,0
LILRB3,,19,10000,False,1,AD,0.594152,0.594152,0.594152,AD,0,1,0.594152,0.594152,1,0,0,0
LILRB5,,19,10000,False,1,AD,0.594231,0.594231,0.594231,AD,0,3,0.594231,0.594231,3,0,0,0
LINGO1,,15,10000,False,1,T2D,0.613095,0.613095,0.613095,T2D,0,17,0,0,0,0.613095,0.613095,17
LINGO2,,9,10000,False,1,T2D,0.489153,0.489153,0.489153,T2D,0,17,0,0,0,0.489153,0.489153,17
LPAR5,,12,10000,False,1,T2D,0.477313,0.477313,0.477313,T2D,0,2,0,0,0,0.477313,0.477313,2
LPPR1,,9,10000,False,1,T2D,0.629504,0.629504,0.629504,T2D,0,14,0,0,0,0.629504,0.629504,14
LPPR3,,19,10000,False,1,AD,0.474429,0.474429,0.474429,AD,0,1,0.474429,0.474429,1,0,0,0
LRFN2,,6,10000,False,1,T2D,0.557558,0.557558,0.557558,T2D,0,1,0,0,0,0.557558,0.557558,1
LRRC16A,,6,10000,False,1,T2D,0.695786,0.695786,0.695786,T2D,0,1,0,0,0,0.695786,0.695786,1
LRRC43,,12,10000,False,1,T2D,0.544128,0.544128,0.544128,T2D,0,1,0,0,0,0.544128,0.544128,1
LRRC8E,,19,10000,False,1,T2D,0.678731,0.678731,0.678731,T2D,0,6,0,0,0,0.678731,0.678731,6
LRRTM3,,10,10000,False,1,T2D,0.603628,0.603628,0.603628,T2D,0,7,0,0,0,0.603628,0.603628,7
LRWD1,,7,10000,False,1,T2D,0.645291,0.645291,0.645291,T2D,0,4,0,0,0,0.645291,0.645291,4
LSM2,,6,10000,False,1,T2D,0.609159,0.609159,0.609159,T2D,0,3,0,0,0,0.609159,0.609159,3
LST1,,6,10000,False,1,T2D,0.60189,0.60189,0.60189,T2D,0,3,0,0,0,0.60189,0.60189,3
LTA,,6,10000,False,1,T2D,0.618486,0.618486,0.618486,T2D,0,6,0,0,0,0.618486,0.618486,6
LTB,,6,10000,False,1,T2D,0.610188,0.610188,0.610188,T2D,0,4,0,0,0,0.610188,0.610188,4
LTBP3,,11,10000,False,1,T2D,0.500033,0.500033,0.500033,T2D,0,15,0,0,0,0.500033,0.500033,15
LUC7L,,16,10000,False,1,T2D,0.627134,0.627134,0.627134,T2D,0,1,0,0,0,0.627134,0.627134,1
LY6G5B,,6,10000,False,1,T2D,0.629253,0.629253,0.629253,T2D,0,16,0,0,0,0.629253,0.629253,16
LY6G5C,,6,10000,False,1,T2D,0.629253,0.629253,0.629253,T2D,0,9,0,0,0,0.629253,0.629253,9
LY6G6C,,6,10000,False,1,T2D,0.612047,0.612047,0.612047,T2D,0,6,0,0,0,0.612047,0.612047,6
LY6G6D,,6,10000,False,1,T2D,0.612047,0.612047,0.612047,T2D,0,6,0,0,0,0.612047,0.612047,6
LY6G6E,,6,10000,False,1,T2D,0.612047,0.612047,0.612047,T2D,0,5,0,0,0,0.612047,0.612047,5
LY6G6F,,6,10000,False,1,T2D,0.612047,0.612047,0.612047,T2D,0,7,0,0,0,0.612047,0.612047,7
LYPD3,,19,10000,False,1,AD,0.629887,0.629887,0.629887,AD,0,3,0.629887,0.629887,3,0,0,0
LYPD5,,19,10000,False,1,AD,0.601834,0.601834,0.601834,AD,0,1,0.601834,0.601834,1,0,0,0
MACF1,,1,10000,False,1,T2D,0.64516,0.64516,0.64516,T2D,0,6,0,0,0,0.64516,0.64516,6
MADD,,11,10000,False,1,T2D,0.485205,0.485205,0.485205,T2D,0,1,0,0,0,0.485205,0.485205,1
MAEA,,4,10000,False,1,T2D,0.712598,0.712598,0.712598,T2D,0,104,0,0,0,0.712598,0.712598,104
MAF1,,8,10000,False,1,AD,0.743574,0.743574,0.743574,AD,0,2,0.743574,0.743574,2,0,0,0
MAGI3,,1,10000,False,1,T2D,0.56024,0.56024,0.56024,T2D,0,1,0,0,0,0.56024,0.56024,1
MANBA,,4,10000,False,1,T2D,0.5145,0.5145,0.5145,T2D,0,2,0,0,0,0.5145,0.5145,2
MAP2K5,,15,10000,False,1,T2D,0.568906,0.568906,0.568906,T2D,0,10,0,0,0,0.568906,0.568906,10
MAP2K7,,19,10000,False,1,T2D,0.678731,0.678731,0.678731,T2D,0,6,0,0,0,0.678731,0.678731,6
MAP3K11,,11,10000,False,1,T2D,0.497987,0.497987,0.497987,T2D,0,3,0,0,0,0.497987,0.497987,3
MAP3K3,,17,10000,False,1,T2D,0.477656,0.477656,0.477656,T2D,0,1,0,0,0,0.477656,0.477656,1
MAP6,,11,10000,False,1,T2D,0.540202,0.540202,0.540202,T2D,0,3,0,0,0,0.540202,0.540202,3
MARK4,,19,10000,False,1,AD,0.723758,0.723758,0.723758,AD,0,37,0.723758,0.723758,37,0,0,0
MAST2,,1,10000,False,1,T2D,0.60952,0.60952,0.60952,T2D,0,5,0,0,0,0.60952,0.60952,5
MATN4,,20,10000,False,1,AD,0.604528,0.604528,0.604528,AD,0,1,0.604528,0.604528,1,0,0,0
MAU2,,19,10000,False,1,T2D,0.574324,0.574324,0.574324,T2D,0,2,0,0,0,0.574324,0.574324,2
MBNL1,,3,10000,False,1,T2D,0.509581,0.509581,0.509581,T2D,0,10,0,0,0,0.509581,0.509581,10
MCCD1,,6,10000,False,1,T2D,0.686586,0.686586,0.686586,T2D,0,5,0,0,0,0.686586,0.686586,5
MED16,,19,10000,False,1,AD,0.57649,0.57649,0.57649,AD,0,3,0.57649,0.57649,3,0,0,0
MED20,,6,10000,False,1,T2D,0.760936,0.760936,0.760936,T2D,0,1,0,0,0,0.760936,0.760936,1
MED23,,6,10000,False,1,T2D,0.543625,0.543625,0.543625,T2D,0,4,0,0,0,0.543625,0.543625,4
MEF2B,,19,10000,False,1,T2D,0.634418,0.634418,0.634418,T2D,0,2,0,0,0,0.634418,0.634418,2
MEF2BNB,,19,10000,False,1,T2D,0.642476,0.642476,0.642476,T2D,0,1,0,0,0,0.642476,0.642476,1
MEF2BNB-MEF2B,,19,10000,False,1,T2D,0.634418,0.634418,0.634418,T2D,0,2,0,0,0,0.634418,0.634418,2
MEGT1,,6,10000,False,1,T2D,0.612047,0.612047,0.612047,T2D,0,7,0,0,0,0.612047,0.612047,7
MEPCE,,7,10000,False,1,AD,0.599313,0.599313,0.599313,AD,0,2,0.599313,0.599313,2,0,0,0
MICA,,6,10000,False,1,T2D,0.709817,0.709817,0.709817,T2D,0,5,0,0,0,0.709817,0.709817,5
MICB,,6,10000,False,1,T2D,0.686586,0.686586,0.686586,T2D,0,26,0,0,0,0.686586,0.686586,26
MISP,,19,10000,False,1,AD,0.477223,0.477223,0.477223,AD,0,1,0.477223,0.477223,1,0,0,0
MLEC,,12,10000,False,1,T2D,0.600166,0.600166,0.600166,T2D,0,1,0,0,0,0.600166,0.600166,1
MLX,,17,10000,False,1,T2D,0.59664,0.59664,0.59664,T2D,0,4,0,0,0,0.59664,0.59664,4
MLXIP,,12,10000,False,1,T2D,0.544128,0.544128,0.544128,T2D,0,1,0,0,0,0.544128,0.544128,1
MME,,3,10000,False,1,AD,0.59791,0.59791,0.59791,AD,0,2,0.59791,0.59791,2,0,0,0
MNX1,,7,10000,False,1,T2D,0.692461,0.692461,0.692461,T2D,0,2,0,0,0,0.692461,0.692461,2
MOB1B,,4,10000,False,1,T2D,0.652778,0.652778,0.652778,T2D,0,34,0,0,0,0.652778,0.652778,34
MOB4,,2,10000,False,1,T2D,0.524508,0.524508,0.524508,T2D,0,3,0,0,0,0.524508,0.524508,3
MON1A,,3,10000,False,1,T2D,0.539979,0.539979,0.539979,T2D,0,1,0,0,0,0.539979,0.539979,1
MRAS,,3,10000,False,1,T2D,0.642261,0.642261,0.642261,T2D,0,2,0,0,0,0.642261,0.642261,2
MROH1,,8,10000,False,1,T2D,0.496993,0.496993,0.496993,T2D,0,1,0,0,0,0.496993,0.496993,1
MRPL37,,1,10000,False,1,T2D,0.564101,0.564101,0.564101,T2D,0,4,0,0,0,0.564101,0.564101,4
MRPS18B,,6,10000,False,1,T2D,0.572756,0.572756,0.572756,T2D,0,1,0,0,0,0.572756,0.572756,1
MRPS35,,12,10000,False,1,T2D,0.609043,0.609043,0.609043,T2D,0,1,0,0,0,0.609043,0.609043,1
MS4A4A,,11,10000,False,1,AD,0.635768,0.635768,0.635768,AD,0,6,0.635768,0.635768,6,0,0,0
MS4A4E,,11,10000,False,1,AD,0.687122,0.687122,0.687122,AD,0,2,0.687122,0.687122,2,0,0,0
MS4A6A,,11,10000,False,1,AD,0.614039,0.614039,0.614039,AD,0,1,0.614039,0.614039,1,0,0,0
MS4A6E,,11,10000,False,1,AD,0.623971,0.623971,0.623971,AD,0,5,0.623971,0.623971,5,0,0,0
MSH5,,6,10000,False,1,T2D,0.609159,0.609159,0.609159,T2D,0,12,0,0,0,0.609159,0.609159,12
MSH5-SAPCD1,,6,10000,False,1,T2D,0.609159,0.609159,0.609159,T2D,0,12,0,0,0,0.609159,0.609159,12
MSRA,,8,10000,False,1,T2D,0.544095,0.544095,0.544095,T2D,0,2,0,0,0,0.544095,0.544095,2
MTHFD2L,,4,10000,False,1,T2D,0.572009,0.572009,0.572009,T2D,0,1,0,0,0,0.572009,0.572009,1
MTMR3,,22,10000,False,1,T2D,0.619518,0.619518,0.619518,T2D,0,1,0,0,0,0.619518,0.619518,1
MTNR1B,,11,10000,False,1,T2D,0.666536,0.666536,0.666536,T2D,0,9,0,0,0,0.666536,0.666536,9
MUC2,,11,10000,False,1,T2D,0.503767,0.503767,0.503767,T2D,0,1,0,0,0,0.503767,0.503767,1
MUC21,,6,10000,False,1,T2D,0.656189,0.656189,0.656189,T2D,0,2,0,0,0,0.656189,0.656189,2
MUC22,,6,10000,False,1,T2D,0.647945,0.647945,0.647945,T2D,0,16,0,0,0,0.647945,0.647945,16
MYBL2,,20,10000,False,1,T2D,0.69377,0.69377,0.69377,T2D,0,3,0,0,0,0.69377,0.69377,3
MYBPC3,,11,10000,False,1,AD,0.658731,0.658731,0.658731,AD,0,23,0.658731,0.658731,23,0,0,0
MYEOV,,11,10000,False,1,T2D,0.536642,0.536642,0.536642,T2D,0,14,0,0,0,0.536642,0.536642,14
MYL3,,3,10000,False,1,T2D,0.545359,0.545359,0.545359,T2D,0,1,0,0,0,0.545359,0.545359,1
MYL7,,7,10000,False,1,T2D,0.644992,0.644992,0.644992,T2D,0,6,0,0,0,0.644992,0.644992,6
MYO5A,,15,10000,False,1,T2D,0.631275,0.631275,0.631275,T2D,0,1,0,0,0,0.631275,0.631275,1
MYO5C,,15,10000,False,1,T2D,0.603923,0.603923,0.603923,T2D,0,2,0,0,0,0.603923,0.603923,2
MYOF,,10,10000,False,1,T2D,0.602164,0.602164,0.602164,T2D,0,9,0,0,0,0.602164,0.602164,9
MYPOP,,19,10000,False,1,AD,0.625604,0.625604,0.625604,AD,0,3,0.625604,0.625604,3,0,0,0
MYRF,,11,10000,False,1,T2D,0.495349,0.495349,0.495349,T2D,0,1,0,0,0,0.495349,0.495349,1
MYT1,,20,10000,False,1,T2D,0.482425,0.482425,0.482425,T2D,0,2,0,0,0,0.482425,0.482425,2
NADK2,,5,10000,False,1,T2D,0.528705,0.528705,0.528705,T2D,0,1,0,0,0,0.528705,0.528705,1
NAGLU,,17,10000,False,1,T2D,0.59784,0.59784,0.59784,T2D,0,2,0,0,0,0.59784,0.59784,2
NANOS2,,19,10000,False,1,AD,0.625604,0.625604,0.625604,AD,0,2,0.625604,0.625604,2,0,0,0
NASP,,1,10000,False,1,T2D,0.503771,0.503771,0.503771,T2D,0,3,0,0,0,0.503771,0.503771,3
NCAN,,19,10000,False,1,T2D,0.6306,0.6306,0.6306,T2D,0,4,0,0,0,0.6306,0.6306,4
NCK2,,2,10000,False,1,AD,0.721655,0.721655,0.721655,AD,0,1,0.721655,0.721655,1,0,0,0
NCKAP5L,,12,10000,False,1,T2D,0.611628,0.611628,0.611628,T2D,0,1,0,0,0,0.611628,0.611628,1
NCOA6,,20,10000,False,1,T2D,0.543505,0.543505,0.543505,T2D,0,1,0,0,0,0.543505,0.543505,1
NCR3,,6,10000,False,1,T2D,0.6063,0.6063,0.6063,T2D,0,5,0,0,0,0.6063,0.6063,5
NCR3LG1,,11,10000,False,1,T2D,0.659934,0.659934,0.659934,T2D,0,9,0,0,0,0.659934,0.659934,9
NDUFA13,,19,10000,False,1,T2D,0.594793,0.594793,0.594793,T2D,0,2,0,0,0,0.594793,0.594793,2
NDUFA9,,12,10000,False,1,T2D,0.601948,0.601948,0.601948,T2D,0,1,0,0,0,0.601948,0.601948,1
NDUFAF6,,8,10000,True,2,"AD,T2D",0.537157,0.515988,0.520873,AD,0,13,0.537157,0.537157,8,0.494818,0.494818,5
NDUFS2,,1,10000,False,1,AD,0.580622,0.580622,0.580622,AD,0,5,0.580622,0.580622,5,0,0,0
NELFCD,,20,10000,False,1,T2D,0.805871,0.805871,0.805871,T2D,0,1,0,0,0,0.805871,0.805871,1
NELFE,,6,10000,False,1,T2D,0.607797,0.607797,0.607797,T2D,0,1,0,0,0,0.607797,0.607797,1
NEU1,,6,10000,False,1,T2D,0.634358,0.634358,0.634358,T2D,0,1,0,0,0,0.634358,0.634358,1
NEUROG3,,10,10000,False,1,T2D,0.798621,0.798621,0.798621,T2D,0,5,0,0,0,0.798621,0.798621,5
NF1,,17,10000,False,1,T2D,0.627996,0.627996,0.627996,T2D,0,14,0,0,0,0.627996,0.627996,14
NFAT5,,16,10000,False,1,T2D,0.620967,0.620967,0.620967,T2D,0,16,0,0,0,0.620967,0.620967,16
NFATC2,,20,10000,False,1,T2D,0.636519,0.636519,0.636519,T2D,0,3,0,0,0,0.636519,0.636519,3
NFKBIL1,,6,10000,False,1,T2D,0.623082,0.623082,0.623082,T2D,0,8,0,0,0,0.623082,0.623082,8
NFYA,,6,10000,False,1,AD,0.612214,0.612214,0.612214,AD,0,5,0.612214,0.612214,5,0,0,0
NIT1,,1,10000,False,1,AD,0.487291,0.487291,0.487291,AD,0,4,0.487291,0.487291,4,0,0,0
NKPD1,,19,10000,False,1,AD,0.64908,0.64908,0.64908,AD,0,6,0.64908,0.64908,6,0,0,0
NKX1-1,,4,10000,False,1,T2D,0.646275,0.646275,0.646275,T2D,0,6,0,0,0,0.646275,0.646275,6
NKX6-3,,8,10000,False,1,T2D,0.670285,0.670285,0.670285,T2D,0,33,0,0,0,0.670285,0.670285,33
NOP2,,12,10000,False,1,T2D,0.474947,0.474947,0.474947,T2D,0,1,0,0,0,0.474947,0.474947,1
NOTCH1,,9,10000,False,1,T2D,0.602691,0.602691,0.602691,T2D,0,5,0,0,0,0.602691,0.602691,5
NOTCH2,,1,10000,False,1,T2D,0.621322,0.621322,0.621322,T2D,0,7,0,0,0,0.621322,0.621322,7
